,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
26242,Tajikistan,Sorghum,2001,13444,691.0,452.56,9.16
26243,Tajikistan,Sorghum,2002,12353,691.0,377.88,8.63
26244,Tajikistan,Sorghum,2004,17786,691.0,228.5,9.24
26245,Tajikistan,Sorghum,2005,12140,691.0,235.4,8.61
26246,Tajikistan,Sorghum,2006,14240,691.0,241.9,8.97
26247,Tajikistan,Sorghum,2007,16316,691.0,247.9,8.69
26248,Tajikistan,Sorghum,2008,10687,691.0,253.5,8.29
26249,Tajikistan,Sorghum,2009,8889,691.0,258.1,8.42
26250,Tajikistan,Sorghum,2010,17840,691.0,262.1,8.98
26251,Tajikistan,Sorghum,2011,7981,691.0,264.6,8.45
26252,Tajikistan,Sorghum,2012,29444,691.0,264.6,7.71
26253,Tajikistan,Sorghum,2013,34000,691.0,264.6,10.1
26254,Tajikistan,Soybeans,1992,50,691.0,2280.0,7.9
26255,Tajikistan,Soybeans,1993,80,691.0,2280.0,7.29
26256,Tajikistan,Soybeans,1994,111,691.0,714.0,8.01
26257,Tajikistan,Soybeans,1995,117,691.0,54.0,8.49
26258,Tajikistan,Soybeans,1996,227,691.0,826.0,7.55
26259,Tajikistan,Soybeans,1997,200,691.0,751.31,8.69
26260,Tajikistan,Soybeans,1998,383,691.0,676.63,8.34
26261,Tajikistan,Soybeans,1999,260,691.0,601.94,8.74
26262,Tajikistan,Soybeans,2000,525,691.0,527.25,8.78
26263,Tajikistan,Soybeans,2001,540,691.0,452.56,9.16
26264,Tajikistan,Soybeans,2002,230,691.0,377.88,8.63
26265,Tajikistan,Soybeans,2004,100,691.0,228.5,9.24
26266,Tajikistan,Soybeans,2006,500,691.0,241.9,8.97
26267,Tajikistan,Soybeans,2007,824,691.0,247.9,8.69
26268,Tajikistan,Soybeans,2008,112,691.0,253.5,8.29
26269,Tajikistan,Soybeans,2009,2459,691.0,258.1,8.42
26270,Tajikistan,Soybeans,2010,2156,691.0,262.1,8.98
26271,Tajikistan,Soybeans,2011,2688,691.0,264.6,8.45
26272,Tajikistan,Soybeans,2012,4000,691.0,264.6,7.71
26273,Tajikistan,Soybeans,2013,3273,691.0,264.6,10.1
26274,Tajikistan,Wheat,1992,9073,691.0,2280.0,7.9
26275,Tajikistan,Wheat,1993,8513,691.0,2280.0,7.29
26276,Tajikistan,Wheat,1994,8409,691.0,714.0,8.01
26277,Tajikistan,Wheat,1995,8882,691.0,54.0,8.49
26278,Tajikistan,Wheat,1996,8566,691.0,826.0,7.55
26279,Tajikistan,Wheat,1997,12687,691.0,751.31,8.69
26280,Tajikistan,Wheat,1998,11448,691.0,676.63,8.34
26281,Tajikistan,Wheat,1999,11486,691.0,601.94,8.74
26282,Tajikistan,Wheat,2000,11839,691.0,527.25,8.78
26283,Tajikistan,Wheat,2001,13098,691.0,452.56,9.16
26284,Tajikistan,Wheat,2002,17898,691.0,377.88,8.63
26285,Tajikistan,Wheat,2004,19897,691.0,228.5,9.24
26286,Tajikistan,Wheat,2005,19603,691.0,235.4,8.61
26287,Tajikistan,Wheat,2006,19967,691.0,241.9,8.97
26288,Tajikistan,Wheat,2007,23500,691.0,247.9,8.69
26289,Tajikistan,Wheat,2008,19866,691.0,253.5,8.29
26290,Tajikistan,Wheat,2009,30343,691.0,258.1,8.42
26291,Tajikistan,Wheat,2010,30159,691.0,262.1,8.98
26292,Tajikistan,Wheat,2011,23359,691.0,264.6,8.45
26293,Tajikistan,Wheat,2012,26758,691.0,264.6,7.71
26294,Tajikistan,Wheat,2013,29735,691.0,264.6,10.1
26295,Thailand,Cassava,1990,139159,1622.0,18849.0,27.96
26296,Thailand,Cassava,1991,137453,1622.0,18849.0,27.85
26297,Thailand,Cassava,1992,140332,1622.0,18849.0,27.55
26298,Thailand,Cassava,1993,140491,1622.0,18849.0,27.58
26299,Thailand,Cassava,1994,138073,1622.0,20448.0,27.76
26300,Thailand,Cassava,1995,130244,1622.0,24062.0,27.68
26301,Thailand,Cassava,1996,141581,1622.0,21901.0,27.37
26302,Thailand,Cassava,1997,146976,1622.0,23960.0,28.01
26303,Thailand,Cassava,1998,149280,1622.0,19212.0,28.44
26304,Thailand,Cassava,1999,154929,1622.0,22761.0,27.34
26305,Thailand,Cassava,2000,168570,1622.0,20334.0,27.52
26306,Thailand,Cassava,2001,175324,1622.0,30629.67,27.81
26307,Thailand,Cassava,2002,170694,1622.0,40925.33,27.98
26308,Thailand,Cassava,2004,202778,1622.0,88548.0,27.8
26309,Thailand,Cassava,2005,171804,1622.0,43831.0,27.92
26310,Thailand,Cassava,2006,210910,1622.0,41220.0,27.92
26311,Thailand,Cassava,2007,229223,1622.0,66858.0,27.79
26312,Thailand,Cassava,2008,212548,1622.0,65423.0,27.48
26313,Thailand,Cassava,2009,226781,1622.0,67933.0,27.79
26314,Thailand,Cassava,2010,185730,1622.0,68986.0,28.54
26315,Thailand,Cassava,2011,192995,1622.0,87191.0,27.56
26316,Thailand,Cassava,2012,219133,1622.0,69921.0,28.48
26317,Thailand,Cassava,2013,218232,1622.0,8136.0,28.98
26318,Thailand,Maize,1990,24090,1622.0,18849.0,27.96
26319,Thailand,Maize,1991,27117,1622.0,18849.0,27.85
26320,Thailand,Maize,1992,29709,1622.0,18849.0,27.55
26321,Thailand,Maize,1993,27333,1622.0,18849.0,27.58
26322,Thailand,Maize,1994,29344,1622.0,20448.0,27.76
26323,Thailand,Maize,1995,32884,1622.0,24062.0,27.68
26324,Thailand,Maize,1996,34478,1622.0,21901.0,27.37
26325,Thailand,Maize,1997,31982,1622.0,23960.0,28.01
26326,Thailand,Maize,1998,33448,1622.0,19212.0,28.44
26327,Thailand,Maize,1999,35526,1622.0,22761.0,27.34
26328,Thailand,Maize,2000,36715,1622.0,20334.0,27.52
26329,Thailand,Maize,2001,37329,1622.0,30629.67,27.81
26330,Thailand,Maize,2002,37145,1622.0,40925.33,27.98
26331,Thailand,Maize,2004,38587,1622.0,88548.0,27.8
26332,Thailand,Maize,2005,38161,1622.0,43831.0,27.92
26333,Thailand,Maize,2006,39356,1622.0,41220.0,27.92
26334,Thailand,Maize,2007,39295,1622.0,66858.0,27.79
26335,Thailand,Maize,2008,40748,1622.0,65423.0,27.48
26336,Thailand,Maize,2009,41780,1622.0,67933.0,27.79
26337,Thailand,Maize,2010,41799,1622.0,68986.0,28.54
26338,Thailand,Maize,2011,43297,1622.0,87191.0,27.56
26339,Thailand,Maize,2012,43225,1622.0,69921.0,28.48
26340,Thailand,Maize,2013,42242,1622.0,8136.0,28.98
26341,Thailand,Potatoes,1990,90000,1622.0,18849.0,27.96
26342,Thailand,Potatoes,1991,83333,1622.0,18849.0,27.85
26343,Thailand,Potatoes,1992,128571,1622.0,18849.0,27.55
26344,Thailand,Potatoes,1993,125000,1622.0,18849.0,27.58
26345,Thailand,Potatoes,1994,133333,1622.0,20448.0,27.76
26346,Thailand,Potatoes,1995,140000,1622.0,24062.0,27.68
26347,Thailand,Potatoes,1996,171249,1622.0,21901.0,27.37
26348,Thailand,Potatoes,1997,166699,1622.0,23960.0,28.01
26349,Thailand,Potatoes,1998,123473,1622.0,19212.0,28.44
26350,Thailand,Potatoes,1999,130776,1622.0,22761.0,27.34
26351,Thailand,Potatoes,2000,130776,1622.0,20334.0,27.52
26352,Thailand,Potatoes,2001,120904,1622.0,30629.67,27.81
26353,Thailand,Potatoes,2002,120717,1622.0,40925.33,27.98
26354,Thailand,Potatoes,2004,143224,1622.0,88548.0,27.8
26355,Thailand,Potatoes,2005,151076,1622.0,43831.0,27.92
26356,Thailand,Potatoes,2006,152815,1622.0,41220.0,27.92
26357,Thailand,Potatoes,2007,157503,1622.0,66858.0,27.79
26358,Thailand,Potatoes,2008,150459,1622.0,65423.0,27.48
26359,Thailand,Potatoes,2009,165948,1622.0,67933.0,27.79
26360,Thailand,Potatoes,2010,142016,1622.0,68986.0,28.54
26361,Thailand,Potatoes,2011,146421,1622.0,87191.0,27.56
26362,Thailand,Potatoes,2012,153378,1622.0,69921.0,28.48
26363,Thailand,Potatoes,2013,150014,1622.0,8136.0,28.98
26364,Thailand,"Rice, paddy",1990,19556,1622.0,18849.0,27.96
26365,Thailand,"Rice, paddy",1991,22534,1622.0,18849.0,27.85
26366,Thailand,"Rice, paddy",1992,21745,1622.0,18849.0,27.55
26367,Thailand,"Rice, paddy",1993,20497,1622.0,18849.0,27.58
26368,Thailand,"Rice, paddy",1994,23521,1622.0,20448.0,27.76
26369,Thailand,"Rice, paddy",1995,24158,1622.0,24062.0,27.68
26370,Thailand,"Rice, paddy",1996,24098,1622.0,21901.0,27.37
26371,Thailand,"Rice, paddy",1997,23788,1622.0,23960.0,28.01
26372,Thailand,"Rice, paddy",1998,24180,1622.0,19212.0,28.44
26373,Thailand,"Rice, paddy",1999,24244,1622.0,22761.0,27.34
26374,Thailand,"Rice, paddy",2000,26128,1622.0,20334.0,27.52
26375,Thailand,"Rice, paddy",2001,28739,1622.0,30629.67,27.81
26376,Thailand,"Rice, paddy",2002,29338,1622.0,40925.33,27.98
26377,Thailand,"Rice, paddy",2004,28895,1622.0,88548.0,27.8
26378,Thailand,"Rice, paddy",2005,29974,1622.0,43831.0,27.92
26379,Thailand,"Rice, paddy",2006,29503,1622.0,41220.0,27.92
26380,Thailand,"Rice, paddy",2007,30441,1622.0,66858.0,27.79
26381,Thailand,"Rice, paddy",2008,29974,1622.0,65423.0,27.48
26382,Thailand,"Rice, paddy",2009,29079,1622.0,67933.0,27.79
26383,Thailand,"Rice, paddy",2010,29921,1622.0,68986.0,28.54
26384,Thailand,"Rice, paddy",2011,31867,1622.0,87191.0,27.56
26385,Thailand,"Rice, paddy",2012,31865,1622.0,69921.0,28.48
26386,Thailand,"Rice, paddy",2013,31463,1622.0,8136.0,28.98
26387,Thailand,Sorghum,1990,12590,1622.0,18849.0,27.96
26388,Thailand,Sorghum,1991,12991,1622.0,18849.0,27.85
26389,Thailand,Sorghum,1992,14440,1622.0,18849.0,27.55
26390,Thailand,Sorghum,1993,14272,1622.0,18849.0,27.58
26391,Thailand,Sorghum,1994,13644,1622.0,20448.0,27.76
26392,Thailand,Sorghum,1995,15032,1622.0,24062.0,27.68
26393,Thailand,Sorghum,1996,16727,1622.0,21901.0,27.37
26394,Thailand,Sorghum,1997,14983,1622.0,23960.0,28.01
26395,Thailand,Sorghum,1998,13948,1622.0,19212.0,28.44
26396,Thailand,Sorghum,1999,16352,1622.0,22761.0,27.34
26397,Thailand,Sorghum,2000,17302,1622.0,20334.0,27.52
26398,Thailand,Sorghum,2001,17356,1622.0,30629.67,27.81
26399,Thailand,Sorghum,2002,18430,1622.0,40925.33,27.98
26400,Thailand,Sorghum,2004,16770,1622.0,88548.0,27.8
26401,Thailand,Sorghum,2005,18904,1622.0,43831.0,27.92
26402,Thailand,Sorghum,2006,16446,1622.0,41220.0,27.92
26403,Thailand,Sorghum,2007,17545,1622.0,66858.0,27.79
26404,Thailand,Sorghum,2008,16776,1622.0,65423.0,27.48
26405,Thailand,Sorghum,2009,18930,1622.0,67933.0,27.79
26406,Thailand,Sorghum,2010,19175,1622.0,68986.0,28.54
26407,Thailand,Sorghum,2011,18436,1622.0,87191.0,27.56
26408,Thailand,Sorghum,2012,18814,1622.0,69921.0,28.48
26409,Thailand,Sorghum,2013,19061,1622.0,8136.0,28.98
26410,Thailand,Soybeans,1990,12998,1622.0,18849.0,27.96
26411,Thailand,Soybeans,1991,13686,1622.0,18849.0,27.85
26412,Thailand,Soybeans,1992,13990,1622.0,18849.0,27.55
26413,Thailand,Soybeans,1993,13508,1622.0,18849.0,27.58
26414,Thailand,Soybeans,1994,13344,1622.0,20448.0,27.76
26415,Thailand,Soybeans,1995,14017,1622.0,24062.0,27.68
26416,Thailand,Soybeans,1996,14053,1622.0,21901.0,27.37
26417,Thailand,Soybeans,1997,14315,1622.0,23960.0,28.01
26418,Thailand,Soybeans,1998,14652,1622.0,19212.0,28.44
26419,Thailand,Soybeans,1999,14201,1622.0,22761.0,27.34
26420,Thailand,Soybeans,2000,14531,1622.0,20334.0,27.52
26421,Thailand,Soybeans,2001,14775,1622.0,30629.67,27.81
26422,Thailand,Soybeans,2002,14863,1622.0,40925.33,27.98
26423,Thailand,Soybeans,2004,14905,1622.0,88548.0,27.8
26424,Thailand,Soybeans,2005,15838,1622.0,43831.0,27.92
26425,Thailand,Soybeans,2006,15787,1622.0,41220.0,27.92
26426,Thailand,Soybeans,2007,16114,1622.0,66858.0,27.79
26427,Thailand,Soybeans,2008,16180,1622.0,65423.0,27.48
26428,Thailand,Soybeans,2009,16694,1622.0,67933.0,27.79
26429,Thailand,Soybeans,2010,17695,1622.0,68986.0,28.54
26430,Thailand,Soybeans,2011,10841,1622.0,87191.0,27.56
26431,Thailand,Soybeans,2012,12897,1622.0,69921.0,28.48
26432,Thailand,Soybeans,2013,17308,1622.0,8136.0,28.98
26433,Thailand,Wheat,1990,6107,1622.0,18849.0,27.96
26434,Thailand,Wheat,1991,4861,1622.0,18849.0,27.85
26435,Thailand,Wheat,1992,6753,1622.0,18849.0,27.55
26436,Thailand,Wheat,1993,6167,1622.0,18849.0,27.58
26437,Thailand,Wheat,1994,7000,1622.0,20448.0,27.76
26438,Thailand,Wheat,1995,6820,1622.0,24062.0,27.68
26439,Thailand,Wheat,1996,6455,1622.0,21901.0,27.37
26440,Thailand,Wheat,1997,6903,1622.0,23960.0,28.01
26441,Thailand,Wheat,1998,6951,1622.0,19212.0,28.44
26442,Thailand,Wheat,1999,6995,1622.0,22761.0,27.34
26443,Thailand,Wheat,2000,7039,1622.0,20334.0,27.52
26444,Thailand,Wheat,2001,7087,1622.0,30629.67,27.81
26445,Thailand,Wheat,2002,7148,1622.0,40925.33,27.98
26446,Thailand,Wheat,2004,7642,1622.0,88548.0,27.8
26447,Thailand,Wheat,2005,7816,1622.0,43831.0,27.92
26448,Thailand,Wheat,2006,7963,1622.0,41220.0,27.92
26449,Thailand,Wheat,2007,8108,1622.0,66858.0,27.79
26450,Thailand,Wheat,2008,8256,1622.0,65423.0,27.48
26451,Thailand,Wheat,2009,8473,1622.0,67933.0,27.79
26452,Thailand,Wheat,2010,8756,1622.0,68986.0,28.54
26453,Thailand,Wheat,2011,9085,1622.0,87191.0,27.56
26454,Thailand,Wheat,2012,8696,1622.0,69921.0,28.48
26455,Thailand,Wheat,2013,12500,1622.0,8136.0,28.98
26456,Tunisia,Potatoes,1990,136478,207.0,909.0,19.34
26457,Tunisia,Potatoes,1991,129412,207.0,909.0,18.41
26458,Tunisia,Potatoes,1992,136250,207.0,909.0,18.54
26459,Tunisia,Potatoes,1993,140141,207.0,909.0,18.9
26460,Tunisia,Potatoes,1994,117318,207.0,909.0,19.93
26461,Tunisia,Potatoes,1995,137059,207.0,909.0,19.22
26462,Tunisia,Potatoes,1996,119469,207.0,909.0,18.88
26463,Tunisia,Potatoes,1997,125652,207.0,909.0,19.54
26464,Tunisia,Potatoes,1998,137850,207.0,868.44,19.19
26465,Tunisia,Potatoes,1999,164103,207.0,827.87,19.97
26466,Tunisia,Potatoes,2000,140097,207.0,787.31,19.76
26467,Tunisia,Potatoes,2001,154930,207.0,746.75,20.04
26468,Tunisia,Potatoes,2002,140399,207.0,706.18,19.74
26469,Tunisia,Potatoes,2004,154959,207.0,625.06,19.37
26470,Tunisia,Potatoes,2005,123604,207.0,584.49,19.12
26471,Tunisia,Potatoes,2006,146586,207.0,543.93,19.82
26472,Tunisia,Potatoes,2007,145418,207.0,503.37,19.71
26473,Tunisia,Potatoes,2008,149194,207.0,462.8,19.76
26474,Tunisia,Potatoes,2009,144321,207.0,422.24,19.64
26475,Tunisia,Potatoes,2010,155462,207.0,422.24,19.76
26476,Tunisia,Potatoes,2011,148760,207.0,422.24,19.53
26477,Tunisia,Potatoes,2012,150215,207.0,422.24,20.12
26478,Tunisia,Potatoes,2013,160417,207.0,422.24,20.0
26479,Tunisia,Sorghum,1990,4286,207.0,909.0,19.34
26480,Tunisia,Sorghum,1991,3333,207.0,909.0,18.41
26481,Tunisia,Sorghum,1992,3801,207.0,909.0,18.54
26482,Tunisia,Sorghum,1993,3911,207.0,909.0,18.9
26483,Tunisia,Sorghum,1994,4000,207.0,909.0,19.93
26484,Tunisia,Sorghum,1995,4000,207.0,909.0,19.22
26485,Tunisia,Sorghum,1996,4121,207.0,909.0,18.88
26486,Tunisia,Sorghum,1997,4168,207.0,909.0,19.54
26487,Tunisia,Sorghum,1998,4217,207.0,868.44,19.19
26488,Tunisia,Sorghum,1999,4266,207.0,827.87,19.97
26489,Tunisia,Sorghum,2000,4316,207.0,787.31,19.76
26490,Tunisia,Sorghum,2001,4366,207.0,746.75,20.04
26491,Tunisia,Sorghum,2002,4404,207.0,706.18,19.74
26492,Tunisia,Sorghum,2004,4504,207.0,625.06,19.37
26493,Tunisia,Sorghum,2005,4551,207.0,584.49,19.12
26494,Tunisia,Sorghum,2006,4599,207.0,543.93,19.82
26495,Tunisia,Sorghum,2007,4646,207.0,503.37,19.71
26496,Tunisia,Sorghum,2008,4691,207.0,462.8,19.76
26497,Tunisia,Sorghum,2009,4733,207.0,422.24,19.64
26498,Tunisia,Sorghum,2010,4773,207.0,422.24,19.76
26499,Tunisia,Sorghum,2011,4810,207.0,422.24,19.53
26500,Tunisia,Sorghum,2012,5106,207.0,422.24,20.12
26501,Tunisia,Sorghum,2013,5106,207.0,422.24,20.0
26502,Tunisia,Wheat,1990,12721,207.0,909.0,19.34
26503,Tunisia,Wheat,1991,17006,207.0,909.0,18.41
26504,Tunisia,Wheat,1992,17030,207.0,909.0,18.54
26505,Tunisia,Wheat,1993,13700,207.0,909.0,18.9
26506,Tunisia,Wheat,1994,10694,207.0,909.0,19.93
26507,Tunisia,Wheat,1995,12780,207.0,909.0,19.22
26508,Tunisia,Wheat,1996,16151,207.0,909.0,18.88
26509,Tunisia,Wheat,1997,11061,207.0,909.0,19.54
26510,Tunisia,Wheat,1998,14248,207.0,868.44,19.19
26511,Tunisia,Wheat,1999,14184,207.0,827.87,19.97
26512,Tunisia,Wheat,2000,11727,207.0,787.31,19.76
26513,Tunisia,Wheat,2001,20000,207.0,746.75,20.04
26514,Tunisia,Wheat,2002,14144,207.0,706.18,19.74
26515,Tunisia,Wheat,2004,16634,207.0,625.06,19.37
26516,Tunisia,Wheat,2005,16918,207.0,584.49,19.12
26517,Tunisia,Wheat,2006,14941,207.0,543.93,19.82
26518,Tunisia,Wheat,2007,18762,207.0,503.37,19.71
26519,Tunisia,Wheat,2008,17174,207.0,462.8,19.76
26520,Tunisia,Wheat,2009,21038,207.0,422.24,19.64
26521,Tunisia,Wheat,2010,18923,207.0,422.24,19.76
26522,Tunisia,Wheat,2011,20791,207.0,422.24,19.53
26523,Tunisia,Wheat,2012,20203,207.0,422.24,20.12
26524,Tunisia,Wheat,2013,14614,207.0,422.24,20.0
26525,Turkey,Maize,1990,40803,593.0,29918.0,19.22
26526,Turkey,Maize,1990,40803,593.0,29918.0,10.51
26527,Turkey,Maize,1990,40803,593.0,29918.0,11.91
26528,Turkey,Maize,1990,40803,593.0,29918.0,14.01
26529,Turkey,Maize,1990,40803,593.0,29918.0,17.94
26530,Turkey,Maize,1991,42489,593.0,24343.0,18.94
26531,Turkey,Maize,1991,42489,593.0,24343.0,10.37
26532,Turkey,Maize,1991,42489,593.0,24343.0,11.2
26533,Turkey,Maize,1991,42489,593.0,24343.0,13.21
26534,Turkey,Maize,1991,42489,593.0,24343.0,17.04
26535,Turkey,Maize,1992,42427,593.0,27110.0,17.68
26536,Turkey,Maize,1992,42427,593.0,27110.0,9.06
26537,Turkey,Maize,1992,42427,593.0,27110.0,10.77
26538,Turkey,Maize,1992,42427,593.0,27110.0,13.01
26539,Turkey,Maize,1992,42427,593.0,27110.0,16.91
26540,Turkey,Maize,1993,45455,593.0,28042.0,18.82
26541,Turkey,Maize,1993,45455,593.0,28042.0,9.96
26542,Turkey,Maize,1993,45455,593.0,28042.0,11.45
26543,Turkey,Maize,1993,45455,593.0,28042.0,13.32
26544,Turkey,Maize,1993,45455,593.0,28042.0,17.39
26545,Turkey,Maize,1994,38181,593.0,24219.0,19.76
26546,Turkey,Maize,1994,38181,593.0,24219.0,11.7
26547,Turkey,Maize,1994,38181,593.0,24219.0,12.83
26548,Turkey,Maize,1994,38181,593.0,24219.0,14.88
26549,Turkey,Maize,1994,38181,593.0,24219.0,18.35
26550,Turkey,Maize,1995,37322,593.0,27328.0,19.15
26551,Turkey,Maize,1995,37322,593.0,27328.0,10.93
26552,Turkey,Maize,1995,37322,593.0,27328.0,12.06
26553,Turkey,Maize,1995,37322,593.0,27328.0,14.14
26554,Turkey,Maize,1995,37322,593.0,27328.0,17.64
26555,Turkey,Maize,1996,36396,593.0,30286.0,19.47
26556,Turkey,Maize,1996,36396,593.0,30286.0,11.29
26557,Turkey,Maize,1996,36396,593.0,30286.0,11.92
26558,Turkey,Maize,1996,36396,593.0,30286.0,13.77
26559,Turkey,Maize,1996,36396,593.0,30286.0,17.49
26560,Turkey,Maize,1997,38247,593.0,34431.0,18.65
26561,Turkey,Maize,1997,38247,593.0,34431.0,10.13
26562,Turkey,Maize,1997,38247,593.0,34431.0,11.34
26563,Turkey,Maize,1997,38247,593.0,34431.0,13.16
26564,Turkey,Maize,1997,38247,593.0,34431.0,17.2
26565,Turkey,Maize,1998,42192,593.0,30162.0,19.92
26566,Turkey,Maize,1998,42192,593.0,30162.0,11.72
26567,Turkey,Maize,1998,42192,593.0,30162.0,12.56
26568,Turkey,Maize,1998,42192,593.0,30162.0,14.48
26569,Turkey,Maize,1998,42192,593.0,30162.0,18.08
26570,Turkey,Maize,1999,44376,593.0,33089.0,20.02
26571,Turkey,Maize,1999,44376,593.0,33089.0,11.69
26572,Turkey,Maize,1999,44376,593.0,33089.0,13.02
26573,Turkey,Maize,1999,44376,593.0,33089.0,15.0
26574,Turkey,Maize,1999,44376,593.0,33089.0,18.74
26575,Turkey,Maize,2000,41605,593.0,33471.0,19.33
26576,Turkey,Maize,2000,41605,593.0,33471.0,10.39
26577,Turkey,Maize,2000,41605,593.0,33471.0,12.03
26578,Turkey,Maize,2000,41605,593.0,33471.0,14.29
26579,Turkey,Maize,2000,41605,593.0,33471.0,17.97
26580,Turkey,Maize,2001,40063,593.0,25539.0,20.09
26581,Turkey,Maize,2001,40063,593.0,25539.0,12.32
26582,Turkey,Maize,2001,40063,593.0,25539.0,13.16
26583,Turkey,Maize,2001,40063,593.0,25539.0,15.11
26584,Turkey,Maize,2001,40063,593.0,25539.0,18.63
26585,Turkey,Maize,2002,42163,593.0,27915.0,19.54
26586,Turkey,Maize,2002,42163,593.0,27915.0,10.81
26587,Turkey,Maize,2002,42163,593.0,27915.0,12.24
26588,Turkey,Maize,2002,42163,593.0,27915.0,14.51
26589,Turkey,Maize,2002,42163,593.0,27915.0,18.18
26590,Turkey,Maize,2004,55076,593.0,28831.0,19.48
26591,Turkey,Maize,2004,55076,593.0,28831.0,10.99
26592,Turkey,Maize,2004,55076,593.0,28831.0,12.26
26593,Turkey,Maize,2004,55076,593.0,28831.0,14.23
26594,Turkey,Maize,2004,55076,593.0,28831.0,17.97
26595,Turkey,Maize,2005,70000,593.0,40332.0,19.44
26596,Turkey,Maize,2005,70000,593.0,40332.0,11.24
26597,Turkey,Maize,2005,70000,593.0,40332.0,12.2
26598,Turkey,Maize,2005,70000,593.0,40332.0,14.23
26599,Turkey,Maize,2005,70000,593.0,40332.0,17.78
26600,Turkey,Maize,2006,72139,593.0,27421.0,19.44
26601,Turkey,Maize,2006,72139,593.0,27421.0,11.12
26602,Turkey,Maize,2006,72139,593.0,27421.0,11.96
26603,Turkey,Maize,2006,72139,593.0,27421.0,14.11
26604,Turkey,Maize,2006,72139,593.0,27421.0,17.71
26605,Turkey,Maize,2007,68381,593.0,48715.51,19.82
26606,Turkey,Maize,2007,68381,593.0,48715.51,11.87
26607,Turkey,Maize,2007,68381,593.0,48715.51,12.91
26608,Turkey,Maize,2007,68381,593.0,48715.51,14.98
26609,Turkey,Maize,2007,68381,593.0,48715.51,18.6
26610,Turkey,Maize,2008,71988,593.0,37640.2,19.92
26611,Turkey,Maize,2008,71988,593.0,37640.2,11.33
26612,Turkey,Maize,2008,71988,593.0,37640.2,12.7
26613,Turkey,Maize,2008,71988,593.0,37640.2,14.91
26614,Turkey,Maize,2008,71988,593.0,37640.2,18.47
26615,Turkey,Maize,2009,71878,593.0,37651.15,19.94
26616,Turkey,Maize,2009,71878,593.0,37651.15,11.63
26617,Turkey,Maize,2009,71878,593.0,37651.15,12.75
26618,Turkey,Maize,2009,71878,593.0,37651.15,14.95
26619,Turkey,Maize,2009,71878,593.0,37651.15,18.41
26620,Turkey,Maize,2010,72614,593.0,38554.69,21.02
26621,Turkey,Maize,2010,72614,593.0,38554.69,13.27
26622,Turkey,Maize,2010,72614,593.0,38554.69,13.8
26623,Turkey,Maize,2010,72614,593.0,38554.69,15.6
26624,Turkey,Maize,2010,72614,593.0,38554.69,19.27
26625,Turkey,Maize,2011,71707,593.0,39534.43,19.36
26626,Turkey,Maize,2011,71707,593.0,39534.43,10.39
26627,Turkey,Maize,2011,71707,593.0,39534.43,11.6
26628,Turkey,Maize,2011,71707,593.0,39534.43,13.65
26629,Turkey,Maize,2011,71707,593.0,39534.43,17.6
26630,Turkey,Maize,2012,73884,593.0,42610.59,19.92
26631,Turkey,Maize,2012,73884,593.0,42610.59,11.45
26632,Turkey,Maize,2012,73884,593.0,42610.59,12.71
26633,Turkey,Maize,2012,73884,593.0,42610.59,14.97
26634,Turkey,Maize,2012,73884,593.0,42610.59,18.54
26635,Turkey,Maize,2013,89499,593.0,39440.0,20.22
26636,Turkey,Maize,2013,89499,593.0,39440.0,13.27
26637,Turkey,Maize,2013,89499,593.0,39440.0,14.07
26638,Turkey,Maize,2013,89499,593.0,39440.0,16.02
26639,Turkey,Maize,2013,89499,593.0,39440.0,19.21
26640,Turkey,Potatoes,1990,224367,593.0,29918.0,19.22
26641,Turkey,Potatoes,1990,224367,593.0,29918.0,10.51
26642,Turkey,Potatoes,1990,224367,593.0,29918.0,11.91
26643,Turkey,Potatoes,1990,224367,593.0,29918.0,14.01
26644,Turkey,Potatoes,1990,224367,593.0,29918.0,17.94
26645,Turkey,Potatoes,1991,230653,593.0,24343.0,18.94
26646,Turkey,Potatoes,1991,230653,593.0,24343.0,10.37
26647,Turkey,Potatoes,1991,230653,593.0,24343.0,11.2
26648,Turkey,Potatoes,1991,230653,593.0,24343.0,13.21
26649,Turkey,Potatoes,1991,230653,593.0,24343.0,17.04
26650,Turkey,Potatoes,1992,236046,593.0,27110.0,17.68
26651,Turkey,Potatoes,1992,236046,593.0,27110.0,9.06
26652,Turkey,Potatoes,1992,236046,593.0,27110.0,10.77
26653,Turkey,Potatoes,1992,236046,593.0,27110.0,13.01
26654,Turkey,Potatoes,1992,236046,593.0,27110.0,16.91
26655,Turkey,Potatoes,1993,242315,593.0,28042.0,18.82
26656,Turkey,Potatoes,1993,242315,593.0,28042.0,9.96
26657,Turkey,Potatoes,1993,242315,593.0,28042.0,11.45
26658,Turkey,Potatoes,1993,242315,593.0,28042.0,13.32
26659,Turkey,Potatoes,1993,242315,593.0,28042.0,17.39
26660,Turkey,Potatoes,1994,229189,593.0,24219.0,19.76
26661,Turkey,Potatoes,1994,229189,593.0,24219.0,11.7
26662,Turkey,Potatoes,1994,229189,593.0,24219.0,12.83
26663,Turkey,Potatoes,1994,229189,593.0,24219.0,14.88
26664,Turkey,Potatoes,1994,229189,593.0,24219.0,18.35
26665,Turkey,Potatoes,1995,237707,593.0,27328.0,19.15
26666,Turkey,Potatoes,1995,237707,593.0,27328.0,10.93
